uv_power_mw_cm2,exposure_seconds,dose_mJ_cm2,distance_cm,temp_c,initial_cfu_log,D90_mJ_cm2,spectral_410nm,spectral_435nm,spectral_500nm,spectral_560nm,spectral_585nm,spectral_630nm,target_log_reduction
0.8211,401.418,329.601,25.362,28.29,3.952,4.892,983.84,894.67,939.9,883.89,974.57,770.25,3.939
1.6568,325.955,540.031,24.395,10.25,4.53,5.756,957.25,905.5,781.97,794.83,727.74,867.67,4.44
1.5314,499.82,765.429,1.48,11.12,2.657,3.673,855.59,854.93,836.32,909.22,754.53,795.05,2.542
1.1513,75.491,86.914,6.417,27.94,3.485,3.653,897.26,818.3,843.21,818.84,764.46,782.04,3.343
1.9125,78.305,149.761,19.992,6.0,7.295,4.022,1104.36,905.86,989.43,924.35,973.79,938.82,7.231
0.4089,334.313,136.715,11.897,19.85,4.165,8.541,911.38,893.22,873.86,747.34,847.38,718.26,3.998
0.2274,567.854,129.15,29.492,21.73,5.723,4.993,1001.17,938.01,878.22,853.76,797.99,855.83,5.723
1.7094,249.291,426.134,20.297,17.14,5.996,2.58,914.79,962.31,893.41,910.94,825.67,955.13,5.996
0.8839,196.502,173.69,28.74,22.05,6.691,2.606,955.54,920.02,919.75,1069.51,955.71,957.43,6.671
1.6955,364.21,617.507,6.842,8.49,3.097,4.373,760.33,935.51,822.83,720.05,722.98,647.2,3.097
1.7872,558.304,997.828,26.055,26.17,3.829,5.595,925.84,890.71,846.87,772.85,770.54,832.04,3.743
0.1343,502.238,67.446,10.319,7.64,4.69,6.21,928.54,958.64,835.66,850.08,812.73,868.19,4.624
1.7681,597.292,1056.07,29.697,14.42,4.189,5.31,911.82,959.39,910.73,929.44,785.41,847.76,4.034
0.9022,14.03,12.657,5.573,5.96,7.897,2.895,1030.15,1002.14,983.22,893.04,939.59,966.43,7.86
1.0258,68.158,69.914,15.974,18.18,7.01,3.94,1110.6,873.6,978.28,964.55,824.63,886.57,6.945
1.2569,365.876,459.876,23.992,21.41,4.878,6.835,958.43,1019.78,865.91,759.73,774.87,700.13,4.878
1.8535,492.436,912.73,13.547,28.47,7.276,2.135,1098.02,998.09,930.86,947.27,1097.86,845.99,7.276
0.048,171.504,8.239,14.574,23.22,4.086,3.836,881.82,872.33,881.06,802.9,837.31,715.32,3.719
0.9589,143.907,137.995,29.604,18.07,6.715,6.494,1009.29,937.73,882.16,847.27,890.38,760.01,6.713
1.3786,472.292,651.086,13.334,28.25,3.342,7.188,961.3,868.7,735.09,837.14,822.73,863.37,3.342
1.4482,34.301,49.674,18.518,16.44,6.634,4.518,1039.03,983.19,961.17,893.95,866.36,819.09,6.562
1.3881,221.945,308.09,2.582,18.59,4.739,3.972,860.55,805.87,882.25,771.89,786.99,898.51,4.739
0.2775,303.733,84.294,25.424,19.5,2.645,1.695,822.13,947.41,781.86,725.73,674.14,709.46,2.632
0.6058,336.429,203.808,19.797,14.66,3.64,6.314,927.87,903.28,881.24,776.06,793.69,731.47,3.64
0.7238,437.305,316.54,12.717,25.8,4.414,8.297,986.05,867.5,830.63,851.11,842.2,824.28,4.381
1.6108,213.23,343.477,1.469,8.81,6.496,11.413,985.98,956.65,856.32,870.87,905.5,845.31,6.496
0.5647,367.804,207.711,18.158,18.43,2.438,5.966,873.3,848.7,824.02,839.82,657.65,712.4,2.438
0.4293,351.433,150.871,1.367,22.78,5.957,4.873,1023.94,980.77,923.65,879.41,973.73,821.75,5.957
1.9153,328.796,629.75,1.035,27.5,6.296,2.7,889.55,934.25,935.49,873.92,1024.15,806.24,6.296
0.0276,384.47,10.626,18.867,26.98,5.924,0.8,960.18,848.92,915.79,803.81,888.52,779.81,5.906
1.9957,156.04,311.403,6.481,17.23,6.564,5.442,981.03,1071.66,950.76,852.66,863.8,785.32,6.564
1.3569,51.247,69.536,6.565,20.72,3.069,10.876,806.89,839.45,820.14,728.96,733.5,798.67,3.069
1.6587,72.003,119.429,19.945,14.25,5.523,8.177,954.78,931.89,908.63,944.67,883.75,841.35,5.446
0.5963,135.137,80.581,2.557,16.17,7.647,7.791,1100.84,1056.39,1059.3,895.07,917.79,951.14,7.567
0.0385,300.369,11.56,10.089,27.56,5.665,5.614,967.69,850.53,957.02,856.17,914.66,857.98,4.954
1.4784,504.345,745.604,5.334,28.2,5.668,5.899,931.65,1027.9,880.88,838.61,907.94,868.0,5.668
1.6699,420.925,702.923,17.825,27.28,6.419,0.8,1107.73,946.86,943.29,852.88,831.03,996.13,6.419
1.4835,473.53,702.504,20.191,7.6,3.999,6.906,874.42,846.03,814.34,894.04,776.26,798.06,3.857
0.2943,210.91,62.065,21.913,26.1,6.203,3.552,884.61,885.93,878.24,964.2,907.51,736.19,6.203
1.5093,243.09,366.901,8.402,28.66,7.497,3.246,1051.09,953.52,938.84,864.62,940.04,854.56,7.497
1.5402,236.512,364.266,3.588,13.39,2.065,4.192,836.29,804.7,728.81,802.26,722.12,701.86,2.065
1.3205,115.528,152.554,3.282,17.48,7.221,4.107,1030.09,975.06,991.0,883.64,873.43,907.47,7.221
1.5346,37.199,57.085,13.358,24.26,3.312,3.206,937.71,913.6,825.09,791.82,787.35,762.25,3.312
1.6934,354.754,600.735,28.429,18.61,4.736,5.035,999.25,882.58,845.12,836.22,800.04,826.63,4.657
1.2311,593.535,730.685,7.314,29.83,7.114,3.604,931.0,917.16,1011.51,914.96,924.48,813.27,7.033
0.1863,100.514,18.728,8.446,15.85,6.943,5.251,936.64,1041.83,858.24,889.46,974.64,890.17,6.772
0.9804,28.488,27.929,3.926,22.56,7.352,1.282,941.41,1121.75,990.28,993.8,925.03,846.82,7.352
0.1645,467.829,76.968,18.562,24.61,7.643,4.465,1091.62,1083.72,947.33,993.04,910.2,839.04,7.643
0.821,151.925,124.732,20.716,16.85,4.683,2.259,922.2,858.16,886.67,832.68,755.19,818.52,4.557
0.8201,497.871,408.325,19.645,26.28,5.938,3.396,1006.51,998.28,884.72,925.27,925.48,852.33,5.854
0.1414,422.51,59.726,25.973,18.2,4.343,5.358,920.81,968.53,864.56,809.0,806.2,894.44,4.343
0.7042,567.431,399.558,15.106,14.7,4.104,0.99,843.51,956.71,898.92,773.57,752.64,838.76,4.076
0.2309,245.652,56.718,4.899,6.8,4.59,2.944,875.57,897.91,927.84,895.29,749.96,848.93,4.59
1.6184,397.351,643.068,9.393,14.23,6.458,6.422,1039.02,862.6,920.61,899.06,963.68,861.92,6.458
1.8959,279.18,529.298,20.21,23.08,5.009,1.467,917.36,957.16,989.06,809.44,905.96,799.59,4.912
0.1539,378.538,58.261,18.781,27.95,6.884,9.445,1004.37,982.14,853.98,1000.67,896.55,917.01,6.837
1.9107,270.035,515.949,16.399,10.54,6.471,8.011,1006.71,891.38,1000.94,892.87,932.6,978.99,6.429
1.0499,113.585,119.256,20.806,13.24,2.123,3.764,837.38,830.14,811.19,728.07,790.63,816.13,2.123
0.6061,304.985,184.862,19.484,8.0,5.781,3.032,1036.57,1014.07,975.31,927.51,782.34,825.66,5.781
0.163,317.386,51.72,26.558,21.96,4.619,5.505,996.4,833.54,912.39,892.09,809.24,746.22,4.501
1.0062,486.457,489.494,17.994,28.96,4.74,1.381,851.48,855.8,869.77,714.21,790.97,839.06,4.739
1.5911,441.445,702.376,23.579,20.66,6.91,0.8,945.53,955.23,911.41,998.42,909.54,699.87,6.91
1.4171,398.443,564.635,8.213,20.04,5.286,3.852,963.91,980.72,852.25,899.15,932.08,884.18,5.137
0.1099,68.476,7.529,20.667,18.39,7.314,4.665,1081.4,1002.26,914.39,971.13,858.96,946.42,5.852
0.1551,432.509,67.071,27.164,6.3,6.277,5.236,971.1,1024.16,983.73,889.73,890.46,850.13,6.18
0.8117,300.433,243.867,12.186,22.97,5.317,3.463,876.5,968.0,931.4,924.15,879.85,781.22,5.266
0.5976,536.513,320.635,23.594,19.65,6.527,8.185,1038.06,994.89,891.59,912.93,930.0,976.53,6.327
0.4724,551.963,260.772,22.019,21.2,2.23,1.262,808.95,802.27,766.49,836.76,778.77,678.78,2.23
0.5692,33.566,19.106,2.726,27.37,2.163,2.154,757.68,802.05,824.68,739.17,678.18,699.27,2.134
1.6089,492.475,792.358,17.864,24.38,2.5,6.217,834.58,794.03,773.17,811.05,677.99,835.41,2.436
1.8592,23.1,42.946,4.775,24.3,4.625,2.096,970.25,788.7,889.03,840.28,834.36,739.94,4.625
0.8162,220.618,180.058,29.052,28.11,3.413,1.999,827.49,862.03,782.06,848.84,755.15,759.6,3.329
1.8132,325.609,590.381,24.531,29.74,7.906,5.308,1070.34,943.05,926.21,897.17,887.25,895.93,7.815
0.6498,89.286,58.016,4.182,19.11,5.254,2.366,986.68,879.38,835.31,862.83,906.39,962.46,5.254
0.9581,447.915,429.152,4.531,6.83,5.974,4.667,1005.29,924.78,920.53,945.6,776.5,810.29,5.974
0.4598,5.509,2.533,18.24,15.94,3.673,3.25,873.5,806.26,925.22,941.97,901.8,719.14,1.941
1.2845,101.575,130.478,11.002,24.48,3.931,2.846,810.7,863.08,840.22,876.38,765.76,810.15,3.931
1.9582,348.688,682.791,2.012,4.72,4.013,0.8,839.16,855.26,746.1,829.22,799.18,741.98,4.013
1.211,428.775,519.226,16.708,5.48,6.192,5.349,989.62,976.65,993.07,872.58,888.08,869.81,6.079
0.7221,550.028,397.147,12.248,5.75,4.842,1.882,995.73,853.73,925.8,897.44,866.07,835.53,4.768
1.2992,423.445,550.122,3.931,23.01,5.106,4.579,974.66,930.18,856.13,830.32,851.88,737.82,5.106
0.2546,403.232,102.668,24.256,17.03,5.552,3.72,1035.83,993.55,920.33,836.25,933.25,943.67,5.438
1.7784,236.908,421.324,27.537,13.59,6.613,4.484,943.06,973.68,917.51,856.78,911.15,806.43,6.613
1.0111,1.27,1.284,22.941,6.75,2.542,4.626,879.06,781.26,808.07,758.72,787.71,708.23,0.571
0.9042,72.535,65.587,24.85,23.04,6.661,5.484,1082.37,899.59,877.11,918.17,959.01,929.72,6.661
1.1759,320.965,377.414,7.278,12.35,5.379,3.181,945.04,1037.51,935.99,821.11,868.09,939.48,5.355
1.2533,405.24,507.896,8.644,10.9,6.015,8.107,953.05,944.02,933.69,962.88,888.7,759.12,6.015
0.1528,250.76,38.325,7.047,20.96,3.965,0.8,896.37,838.56,864.75,881.38,819.21,775.71,3.965
1.3684,438.542,600.105,23.187,18.53,4.456,4.434,877.7,995.37,870.65,959.19,798.16,867.31,4.456
0.4914,313.356,153.997,28.49,13.42,3.387,7.091,942.42,850.45,815.34,790.47,746.56,721.14,3.34
1.4308,44.969,64.34,21.788,20.68,7.876,6.192,932.09,1155.81,1003.68,923.16,974.54,906.18,7.807
1.6468,115.614,190.398,26.563,11.05,4.982,2.563,853.99,863.86,877.96,786.64,777.38,801.43,4.976
1.6099,504.079,811.505,19.522,24.67,7.976,2.979,1057.55,975.23,1012.08,925.95,884.82,938.69,7.872
1.1095,435.085,482.717,12.242,9.96,4.939,2.483,962.09,904.38,877.6,927.06,865.76,738.25,4.939
1.0451,536.91,561.145,13.347,8.13,3.319,6.498,959.83,852.23,851.23,760.44,739.82,753.19,3.253
0.2943,70.976,20.89,3.184,24.34,5.045,3.15,869.41,839.21,961.44,859.87,747.92,831.46,5.045
1.5529,594.138,922.661,1.912,22.41,2.238,5.638,834.9,816.23,729.82,819.58,741.79,764.49,2.192
0.5501,126.039,69.335,21.169,8.75,7.429,5.661,1094.13,930.46,974.12,869.98,884.27,869.49,7.289
0.9984,7.562,7.55,13.714,7.02,6.911,10.921,1025.71,992.38,1027.06,842.99,785.33,1002.83,3.561
0.5757,598.455,344.534,17.014,25.8,6.355,5.783,986.64,960.45,862.65,910.38,777.79,693.74,6.355
0.2763,169.004,46.699,17.172,24.19,5.659,2.972,987.27,901.47,891.95,899.18,857.96,774.55,5.659
1.2628,400.978,506.363,9.044,12.51,5.479,1.35,966.72,997.99,931.62,933.57,852.33,990.01,5.479
0.1181,106.421,12.571,14.801,21.11,7.98,4.31,1137.62,977.98,923.92,998.43,951.05,943.97,7.618
1.4998,348.347,522.452,14.652,7.23,3.668,4.702,806.1,865.97,870.41,729.17,748.63,817.48,3.607
0.642,542.469,348.264,12.264,17.18,6.678,0.8,936.04,915.39,898.18,949.48,789.41,833.77,6.642
0.0103,192.449,1.976,24.8,4.49,5.488,3.215,935.52,897.29,906.66,882.19,793.73,939.43,2.431
1.0271,402.317,413.239,14.084,14.18,7.855,5.743,945.16,895.8,1029.83,974.37,868.06,855.29,7.738
0.1032,113.148,11.681,18.506,5.95,6.967,3.669,1017.55,992.77,1064.56,859.99,928.18,895.48,6.724
0.5596,375.065,209.878,26.97,16.35,7.991,7.422,964.68,1047.45,955.25,959.78,837.97,976.56,7.991
1.4169,202.202,286.497,26.121,14.96,5.53,1.104,991.36,895.53,860.18,835.29,733.04,919.96,5.53
0.1348,127.119,17.13,26.822,15.55,3.227,6.692,881.83,848.65,835.58,812.44,826.07,639.22,3.08
1.6803,188.253,316.318,8.83,5.18,5.022,7.285,993.04,916.43,793.13,895.38,883.15,829.1,5.022
0.0176,107.715,1.896,2.014,13.4,6.267,7.391,1025.19,908.68,873.28,873.91,824.51,793.05,1.487
0.5012,541.199,271.238,8.571,23.67,6.646,1.085,1040.31,1025.44,991.4,833.52,896.2,829.34,6.48
1.4844,238.614,354.198,9.083,13.59,2.003,5.786,821.77,739.78,759.49,810.43,734.4,680.87,1.979
0.6394,147.545,94.337,27.371,22.59,5.03,3.328,1024.86,866.43,917.96,881.88,860.46,654.94,5.03
0.2128,269.321,57.302,19.828,13.61,3.411,1.485,930.41,946.35,811.97,911.58,755.76,830.59,3.318
0.7269,192.661,140.039,3.369,15.0,7.249,3.965,1082.7,1035.66,1027.58,925.21,860.58,794.9,7.249
0.5481,446.779,244.872,4.926,18.66,2.917,2.738,879.21,808.59,847.86,763.36,771.67,771.69,2.917
1.687,582.746,983.091,5.515,28.72,5.999,7.302,1014.96,946.71,966.82,893.23,941.76,813.36,5.999
0.6336,263.101,166.691,19.282,6.83,3.596,6.283,998.09,896.43,856.68,770.27,880.93,713.48,3.596
1.58,516.69,816.357,22.327,4.86,4.139,2.119,918.2,896.0,864.92,819.44,771.51,841.85,4.139
1.7848,339.735,606.368,25.93,19.81,7.643,3.189,1048.54,1079.58,1036.7,953.58,880.03,873.5,7.643
0.8733,94.763,82.756,28.278,28.68,3.443,4.048,860.31,813.29,844.5,868.41,766.27,707.6,3.326
1.8208,414.528,754.768,6.849,29.73,2.57,4.819,782.05,901.78,841.56,780.85,705.85,627.21,2.57
0.7609,308.304,234.577,9.983,16.59,2.416,7.516,785.47,826.64,761.71,784.21,792.25,716.78,2.416
1.9285,390.539,753.16,7.969,16.17,5.028,6.727,1005.72,1036.65,1004.51,936.09,929.02,805.63,4.912
0.1877,533.868,100.2,11.404,20.77,5.85,5.128,925.08,921.49,982.65,887.8,961.59,680.66,5.85
1.3772,264.541,364.317,27.525,18.45,3.964,4.348,917.62,822.38,753.19,919.61,815.19,884.31,3.964
0.9927,540.756,536.803,17.678,20.49,6.142,0.8,1011.09,905.76,938.75,1086.68,857.1,853.48,6.031
0.7814,450.526,352.051,22.408,26.72,2.366,8.23,834.16,833.79,793.28,739.23,737.78,664.12,2.301
1.2691,293.419,372.377,15.213,23.4,7.144,3.882,962.51,1029.21,1028.46,972.43,964.58,928.44,7.099
1.4107,362.132,510.85,1.837,16.92,6.899,8.887,1055.01,939.5,877.54,940.64,857.61,818.61,6.854
0.0187,195.686,3.656,2.862,16.01,7.913,5.49,1055.63,896.77,994.47,952.76,949.27,975.53,3.871
0.3422,590.167,201.977,16.6,20.63,7.619,10.063,960.51,1016.94,897.72,1016.95,831.86,831.4,7.541
1.429,400.577,572.409,21.845,15.85,4.137,6.516,857.63,906.46,846.66,797.44,761.95,706.18,4.137
1.3361,26.786,35.789,7.245,15.9,4.396,1.42,1035.61,821.59,913.83,874.36,768.07,846.12,4.396
1.9324,196.31,379.356,21.935,4.42,6.476,3.464,1041.29,913.3,904.12,918.25,886.67,914.27,6.476
1.5245,374.177,570.42,24.509,8.53,2.804,4.577,904.57,875.29,856.55,754.9,783.25,705.83,2.804
1.902,34.272,65.186,12.945,16.7,3.884,2.816,945.1,916.42,769.97,873.69,924.23,787.51,3.884
1.4081,14.819,20.865,22.646,25.39,2.711,4.057,829.06,867.11,755.12,793.23,808.16,700.96,2.673
0.6031,270.29,163.018,12.717,11.25,4.729,1.583,923.77,858.12,875.79,751.21,896.75,784.9,4.671
0.2197,199.948,43.924,20.672,17.59,5.312,5.014,993.48,920.93,918.93,852.06,933.54,798.95,5.312
1.5658,263.26,412.22,23.156,12.97,3.267,5.594,929.4,801.1,831.92,786.38,801.94,813.58,3.267
1.2919,157.985,204.094,29.766,6.72,2.16,2.49,822.93,938.5,804.55,740.23,716.77,802.97,2.105
0.1059,99.248,10.509,11.017,28.92,6.316,9.851,991.77,1050.6,894.2,951.25,797.18,875.04,4.109
0.7265,413.641,300.511,12.92,26.22,2.12,5.159,914.09,777.33,855.42,743.64,712.91,836.52,2.061
1.914,308.985,591.408,5.803,6.04,7.84,2.958,1141.74,936.18,1014.45,930.26,966.55,984.27,7.84
1.0058,120.492,121.191,6.918,22.71,3.33,0.926,943.12,814.77,829.29,734.17,813.76,825.95,3.33
0.8711,192.094,167.339,21.108,13.04,5.983,5.15,999.68,1010.03,909.08,855.94,790.72,805.6,5.983
0.9208,355.289,327.158,27.594,29.87,4.609,4.349,896.34,861.31,896.38,995.9,795.59,783.37,4.609
0.4257,43.801,18.645,12.444,11.86,2.358,6.958,857.09,824.58,750.97,707.18,780.62,738.76,2.099
0.7437,88.898,66.116,6.215,10.21,4.833,4.642,855.72,867.68,825.28,845.41,827.68,756.06,4.833
0.7459,44.411,33.127,9.268,18.77,5.101,2.016,871.09,972.32,883.9,938.56,795.2,805.95,5.052
0.1142,487.484,55.664,14.196,25.71,7.128,9.177,949.0,1045.99,981.11,972.48,907.7,933.17,7.128
1.5375,451.569,694.27,9.429,9.01,6.394,6.089,1030.43,974.08,859.11,893.96,761.72,848.26,6.369
0.8388,452.111,379.251,7.774,22.44,2.476,4.365,863.23,877.93,767.48,718.19,737.69,749.99,2.476
1.6461,429.937,707.736,22.344,5.6,3.255,5.412,883.56,858.14,780.41,838.37,750.72,728.99,3.055
1.7022,401.797,683.935,1.228,27.89,3.871,6.185,902.91,949.79,901.79,819.76,807.7,693.67,3.777
0.4319,286.457,123.712,16.638,6.11,2.698,1.428,975.78,901.58,798.43,892.89,764.43,763.52,2.675
1.3181,385.546,508.201,24.019,27.77,4.741,5.394,913.53,852.66,764.4,858.01,857.29,643.84,4.579
0.9498,23.498,22.319,8.721,16.76,7.906,3.875,986.57,1066.75,933.5,1016.74,994.74,941.61,7.906
1.7615,373.068,657.164,18.495,15.65,5.088,6.268,1022.0,919.99,920.78,901.54,929.29,853.47,5.088
0.4393,466.838,205.093,20.398,29.31,6.451,3.15,1001.75,1037.64,884.45,950.55,786.15,926.34,6.372
1.3588,300.465,408.286,19.996,29.75,6.098,3.488,991.86,973.32,909.99,899.4,853.26,872.92,6.096
1.2194,214.829,261.969,13.93,20.9,7.099,9.157,963.08,1008.8,1006.67,916.33,791.23,854.61,7.099
0.5976,166.817,99.698,11.051,7.31,3.294,8.077,871.35,823.65,794.96,788.42,785.02,756.53,3.126
0.2818,385.86,108.749,25.242,17.16,6.523,0.8,1020.54,1065.41,956.96,954.2,896.71,884.59,6.421
1.3068,415.834,543.397,22.995,17.76,7.288,7.892,1039.86,868.41,969.66,962.68,873.61,797.91,7.261
1.4798,522.645,773.415,10.316,17.38,3.029,4.816,866.4,892.78,797.04,671.81,816.75,762.99,3.029
0.6381,205.729,131.276,3.988,18.81,4.081,3.23,946.59,885.36,829.72,746.94,752.44,747.06,4.076
1.2932,461.978,597.438,3.082,4.49,7.821,2.482,911.51,953.7,941.83,949.94,1036.75,1053.81,7.821
0.7963,337.033,268.383,3.734,22.49,6.685,2.627,967.99,938.91,918.19,947.6,925.51,868.08,6.685
1.4293,529.76,757.177,17.903,22.52,3.696,3.3,958.28,895.0,887.0,786.02,816.89,747.66,3.696
0.4064,316.923,128.81,2.498,7.0,5.384,2.182,980.59,944.38,862.53,820.85,846.13,725.66,5.272
1.7815,310.819,553.733,10.771,18.83,4.426,1.614,890.8,897.45,853.86,765.62,841.13,760.54,4.426
0.5819,346.937,201.898,22.843,18.78,4.94,2.399,893.41,888.04,794.94,884.75,753.74,694.9,4.915
0.7419,449.715,333.641,9.536,21.74,4.131,5.808,939.22,923.22,826.83,836.22,870.62,845.47,4.131
0.1256,578.832,72.703,23.136,6.22,3.676,5.125,896.52,830.84,832.61,928.2,762.01,831.44,3.676
0.2319,44.601,10.343,22.619,20.29,6.049,6.39,1144.84,970.3,864.7,847.03,836.35,810.28,4.797
1.0366,32.534,33.724,8.129,11.3,6.671,4.834,1165.2,958.98,949.96,925.43,915.43,869.38,6.671
0.5425,562.561,305.195,22.136,17.18,7.244,1.733,969.64,961.23,914.52,966.0,899.78,814.6,7.244
1.6726,318.16,532.157,22.686,24.11,2.932,6.236,848.21,770.07,874.6,838.52,805.79,743.02,2.866
0.0392,369.134,14.485,12.526,22.35,6.937,2.488,979.01,926.89,982.31,969.27,949.34,810.69,6.889
0.7644,289.713,221.456,7.102,7.09,3.529,6.617,859.7,869.8,723.96,759.08,800.8,697.61,3.502
0.6813,56.648,38.595,16.117,19.37,4.564,2.085,920.2,889.57,880.14,813.78,845.73,851.21,4.564
0.0485,460.97,22.34,27.721,29.2,7.409,3.281,1068.22,1096.99,947.06,949.34,857.4,885.17,7.409
0.2575,448.461,115.476,19.549,8.08,4.727,4.097,986.34,819.84,909.09,783.52,794.23,695.26,4.727
0.8331,187.366,156.104,6.015,26.18,3.182,6.686,802.51,813.89,869.11,851.57,820.59,720.13,3.143
0.9908,184.09,182.397,20.8,22.27,2.959,5.44,884.23,865.79,811.98,642.52,728.62,812.59,2.959
0.8145,502.786,409.538,13.389,24.12,4.838,5.05,798.44,868.41,878.48,775.73,894.14,751.99,4.838
1.0666,43.878,46.799,18.154,11.33,6.576,9.714,1004.73,918.68,832.08,776.99,904.56,867.41,6.494
1.1943,528.723,631.46,22.288,11.49,7.983,0.8,970.9,1009.23,1010.0,1021.76,802.19,881.02,7.983
0.0297,154.369,4.592,15.933,27.56,6.724,2.404,1087.0,825.92,956.77,913.64,819.75,865.44,5.62
0.9335,355.994,332.338,24.606,13.36,7.262,2.297,1030.76,1026.28,1027.76,901.82,850.15,935.18,7.201
1.9274,561.629,1082.462,21.943,5.64,6.487,0.8,879.98,1038.17,885.25,898.78,896.09,835.83,6.46
1.0429,407.034,424.486,18.837,19.62,7.373,3.201,904.31,1045.0,966.55,951.31,880.11,841.1,7.288
1.3583,248.951,338.152,5.373,7.25,2.458,6.719,795.43,872.88,789.57,757.18,792.34,754.05,2.458
0.6306,413.876,260.994,25.243,24.71,7.58,3.521,1040.59,1068.06,949.02,932.75,975.45,861.33,7.513
1.5502,206.716,320.46,28.141,20.69,4.378,4.167,908.85,878.71,786.17,920.38,746.19,767.44,4.378
1.5481,166.716,258.096,4.972,26.74,7.53,0.8,1022.56,1012.5,1002.53,1011.71,816.52,793.53,7.53
1.0474,598.012,626.345,15.159,24.41,2.454,3.009,872.81,807.54,801.75,812.95,782.05,769.27,2.454
1.9523,450.599,879.689,8.508,6.91,6.291,3.846,954.31,939.91,891.33,921.86,973.0,932.75,6.291
0.2598,387.01,100.562,22.881,13.91,6.414,6.606,855.79,986.64,979.06,959.12,997.18,776.11,6.233
0.0437,213.496,9.335,21.927,24.14,7.981,0.813,1034.28,1016.39,1017.54,1008.31,929.52,829.15,7.966
1.5426,29.972,46.235,5.086,14.85,6.613,3.862,1104.63,992.95,1034.93,864.72,766.38,701.64,6.527
1.6162,19.119,30.9,26.434,29.28,4.295,7.717,1019.82,1010.68,773.32,800.59,741.59,823.61,4.06
0.2492,332.732,82.921,6.248,23.13,5.343,3.887,906.5,979.34,916.89,922.67,754.96,708.96,5.248
0.5385,457.339,246.281,24.121,4.4,4.199,0.8,886.02,877.51,933.67,799.73,810.66,821.07,4.199
0.0449,322.659,14.497,14.252,26.88,3.176,8.198,879.85,800.78,789.72,728.13,806.15,796.26,2.576
0.5937,504.551,299.544,10.52,6.62,3.491,6.837,897.68,855.42,886.11,892.17,822.24,809.83,3.491
1.5486,20.539,31.806,5.589,7.65,3.332,7.173,915.75,906.71,828.45,796.21,847.63,815.63,3.275
1.0407,220.368,229.346,5.861,23.1,5.293,0.8,898.24,1034.82,875.37,877.38,910.39,707.57,5.267
0.7027,142.624,100.223,20.195,26.49,7.437,8.781,956.24,1030.04,888.94,831.23,986.14,855.04,7.411
0.7498,268.64,201.416,16.962,17.95,7.476,3.067,1001.34,1043.68,889.83,898.43,917.5,906.16,7.468
0.0127,43.89,0.557,4.54,11.52,2.329,3.726,854.99,842.65,733.66,737.11,665.44,769.73,0.29
0.6066,572.502,347.281,4.268,13.13,2.479,3.243,838.57,733.76,858.54,740.29,746.73,746.95,2.411
1.2965,134.342,174.168,3.097,12.92,3.471,7.367,914.25,854.77,773.5,730.8,851.15,731.86,3.471
1.9486,553.424,1078.427,22.569,12.49,3.53,4.551,885.46,912.61,819.37,897.35,741.6,728.64,3.48
1.6957,255.823,433.786,21.645,10.32,2.569,6.204,904.11,843.07,787.96,843.8,846.43,720.12,2.539
0.057,591.322,33.678,2.694,19.83,4.331,5.19,984.66,919.76,837.29,852.92,847.69,728.19,4.331
1.7981,332.658,598.164,17.248,27.41,5.526,4.762,945.62,1013.94,941.52,809.88,919.9,737.82,5.526
1.5686,558.534,876.097,3.456,11.98,5.469,2.633,968.9,1018.72,972.77,782.01,810.95,797.62,5.397
1.5629,3.707,5.793,27.209,8.85,5.261,9.53,1098.58,905.82,784.54,839.12,887.45,747.93,2.457
0.9214,449.069,413.778,27.306,25.8,4.032,1.342,945.06,904.61,885.44,688.61,811.93,714.93,4.032
0.802,541.879,434.603,21.249,23.29,6.239,6.031,903.19,1008.27,864.54,847.61,920.0,767.06,6.239
0.6128,84.262,51.636,27.859,28.2,6.959,5.942,1015.13,958.56,883.13,806.61,894.19,873.78,6.923
0.1407,58.127,8.18,24.532,8.3,4.078,7.886,845.57,965.82,854.63,786.94,930.23,768.17,2.6
0.4642,255.031,118.383,25.028,7.75,2.513,8.47,929.23,736.24,726.22,784.98,797.95,745.63,2.497
0.5007,560.241,280.536,17.522,18.08,3.778,4.657,948.32,816.09,882.29,809.25,716.56,721.51,3.679
0.9733,325.661,316.97,9.876,19.98,2.824,6.326,846.13,847.59,816.59,860.07,759.91,735.16,2.821
1.4974,316.71,474.246,7.316,16.48,4.804,9.412,925.75,900.66,796.19,836.39,805.01,634.03,4.804
0.9529,85.105,81.095,10.489,19.57,2.936,4.837,865.46,783.11,843.35,876.07,801.69,767.58,2.936
0.1251,0.973,0.122,19.226,8.69,4.777,2.334,908.55,865.58,907.23,913.69,811.96,782.04,0.212
1.916,486.179,931.52,6.007,16.47,3.326,4.039,901.53,778.98,818.7,904.17,729.81,825.98,3.326
1.886,53.001,99.961,8.501,21.11,6.432,1.738,1037.5,940.41,881.43,821.53,756.93,790.67,6.432
1.5725,380.493,598.336,14.574,15.25,2.165,5.93,934.21,749.93,772.35,723.64,806.36,824.19,2.14
1.9827,548.813,1088.154,7.758,21.67,5.328,7.661,927.27,917.39,806.82,855.91,720.16,835.36,5.328
1.0935,125.587,137.332,18.071,15.73,3.017,4.697,843.3,837.8,766.57,892.33,803.0,762.26,2.836
1.9259,399.331,769.075,27.772,12.67,2.006,0.948,841.93,775.88,823.9,714.07,708.91,669.23,1.905
0.1605,47.68,7.65,22.695,11.89,7.215,7.554,1028.78,977.46,991.81,883.28,887.83,902.48,4.602
